title,description,display_date,Picture_link,Location,On_road,Price
Prius 2007 reg 14 . G touring leather urgent sale,I need. Small car for female exchange possible .selling on no profit no loss .Batteries are fine abs ok just put on computer and check   . suspension changed .minor touch ups on doors and previous rt.fender which i knw .other things are doing well.not into accident .mileage gud as other prius on road . just drive and decide. Kindly dnt distrb if u dnt really need. call only.,12-06-20 1:06,https://apollo-singapore.akamaized.net:443/v1/files/rim8cir14sc51-PK/image;s=1080x1921,"Islamabad,Islamabad Capital Territory,Pakistan","2007 - 136,700 km","Rs 1,550,000"
Exi auto/own engine,97 exi automatic . own engine originally 103000 kms done . throughout petrol driven  used as a 4th car touchups in body . recently gear oil engine oil brake shues battery brake pads recently changed . . everything in working ... no work required voice in cplc was misplaced in 1998 for one hour so reported in cplc now its cleared .,06-06-20 15:24,https://apollo-singapore.akamaized.net:443/v1/files/7mlpsjhe9p961-PK/image;s=1080x941,"Karachi,Sindh,Pakistan","1997 - 103,000 km","Rs 565,000"
Honda City 1.3 i-VTEC 2016,"Honda City 1.3 i-VTEC 2016 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Manual gear transmission• Interior, exterior is Excellent• 90515 KM driven up till now• Registered City: Lahore At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Honda City 1.3 i-VTEC 2016 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesFerozpur Road - 9-L, Gulberg III, LahoreCall Timings: 10: 00 AM to 5:00 PM",06-06-20 2:52,https://apollo-singapore.akamaized.net:443/v1/files/up75n4fj08he3-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2016 - 90,515 km","Rs 1,890,000"
Toyota surf 2004,"Bumper to bumper original car, amazing drive, new tyres , no work required, urgently selling.",12-06-20 1:56,https://apollo-singapore.akamaized.net:443/v1/files/hdr9jyj064el-PK/image;s=1080x1080,"Islamabad,Islamabad Capital Territory,Pakistan","2004 - 90,000 km","Rs 3,850,000"
Honda Vezel 2014 Import 15 Islamabad Registered,"I am selling this crossover model 2014 import 2015.Driven on hiOctane and super petrol 50:50.95% driven in Islamabad only by myself, first owner.Just a slight bump on trunk door, minor scratch on lower left side of rear bumper and line on bonnet.Not a single inch of body is painted.Factory fitted Original Japanese head unit of Honda i.e. dvd player installed.New YOKOHAMA Tyres.Engine oil etc well maintained.Neat & clean interior/exterior.Original Pictures attached.Chaska parties stay away!!Looking for serious buyers!No exchange OffersZero_Three_Four_Seven_Five_Seven_Nine_Four_Seven_Five_Nine",05-05-20 16:04,https://apollo-singapore.akamaized.net:443/v1/files/ccunbs8qk6g13-PK/image;s=1080x1440,"Islamabad,Islamabad Capital Territory,Pakistan","2014 - 121,000 km","Rs 3,100,000"
Mercedes Benz EClass 1.8 E200 Kompressor 2004,"Mercedes Benz Eclass 1.8 E200 Kompressor is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Automatic gear transmission•Climate Control A/C •Retractable Side Mirrors • 128,264KM driven up till now• interior, exterior is good • Tyres condition is good• Registered City: Karachi At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Mercedes Benz Eclass 1.8 E200 Kompressor lovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting InstaCars is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest InstaCars Branch to check out the latest cars, promotions, rewards & other value added services.Visit us at any of the following InstacarsShop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.C.H.S Society Main Khalid Bin Waleed Road KarachiCall Timings: 11: 00 AM to 7:00 PM",07-06-20 18:31,https://apollo-singapore.akamaized.net:443/v1/files/l5ukt0tbrfpj1-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2004 - 128,264 km","Rs 1,950,000"
Location bahria town phase 8 Rawalpindi,"For sale Suzuki Cultus totally geniune paint AC working full geniune paint ha Lafie time token paid Hain , open later ha Price fixed Eleven lac & sixty thousand rupees only",12-06-20 1:18,https://apollo-singapore.akamaized.net:443/v1/files/3ylzs5dewajy-PK/image;s=1080x1440,"Islamabad,Islamabad Capital Territory,Pakistan","2015 - 90,100 km","Rs 1,160,000"
Wagnor stingray J style ene charge and eco ideal life time token,2012 model 2018 importJapanese wagnor stingray ene chager and eco ideal. Climate systemFringer print lock system Auto head lemps Retract mirror controlIdal stop Baki mor features in it. Ac excellentNew tyer and rim installed Biometric everything on handCar is showroom conditionSami hybrid carIdal stop No dentNo paintNo touchingWithout bumpers at rest fully genuine. Islamabad reg hyLife time token paidCar is verified pak wheelCar is under use a Goverment officerFull automatic transmissionNew typers and rim,12-06-20 1:17,https://apollo-singapore.akamaized.net:443/v1/files/rovrhc67b07j3-PK/image;s=1080x2351,"Islamabad,Islamabad Capital Territory,Pakistan","2012 - 50,000 km","Rs 1,390,000"
"Honda city auto 1.3L,bumper to bumper genuine ( guarantee ).","100% Bumper to Bumper genuine paint & Millage ( Guarantee ).ALL SERVICE HISTORY AVAILABLE,MAINTAINED WITH HONDA.Model : 2017. 1st owner.Millage : 34,000km.Colour : White.Engine : 1.3L.Transmission : Auto.* Android DVD / CAM.* Alloys with Brand new radial tyres.* Orignal poly bags r still on Seats.* All new front grill with new shape door skirtings.* Immobilizer key.* Fog lights.* Side mirrors with indicators.* Staring & seat height adjuster.* Spare wheel untouched.RIDEZ ZONE.389-F,Main Boulevard Khayaban-e- Firdousi ,Johar town (Opp) Aleem Dar Cricket Academy, Lahore.Timings 10:30am to 7:00pm.Monday to Saturday.",08-06-20 16:58,https://apollo-singapore.akamaized.net:443/v1/files/51t144i3yiw1-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2017 - 34,000 km","Rs 2,325,000"
Suzuki Alto 660cc Eco S 2013,"Suzuki Alto 660cc Eco S 2013 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Automatic gear transmission• Retractable Side Mirrors• Interior, exterior is good• Tyres condition is good• 91696 KM driven up till now• Registered City: Karachi At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Suzuki Alto 660cc Eco S 2013 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesMetro Cash & Carry Safari- KarachiCall Timings: 10: 00 AM to 5:00 PM",06-06-20 22:51,https://apollo-singapore.akamaized.net:443/v1/files/ycu3mknk5svw-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2013 - 91,696 km","Rs 1,245,000"
mehran vxr full original,full original first owner AC water drop engine only petrol drive no cng 610 se kam wale rabta na Kara 0322 two 15 two 939,12-06-20 1:34,https://apollo-singapore.akamaized.net:443/v1/files/h3c9sv3t4jqk2-PK/image;s=1080x1921,"Karachi,Sindh,Pakistan","2015 - 90,000 km","Rs 625,000"
Japanese Alto,Japenese Alto 2007 registered 2010 for sale.Special edition with lcd and back camera .Parking sensors .Alloy Rims. New powerful engine.Smooth drive. 2 or 3 touch ups. Cplc Clear tax paid 2020 No messages only call,12-06-20 1:34,https://apollo-singapore.akamaized.net:443/v1/files/8glgijl7xj8b3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2007 - 120,000 km","Rs 870,000"
Changan pickup 100/80 good for loading and seating like 7 seating capa,Changan good Condition not single work required and more information call and visit,12-06-20 1:33,https://apollo-singapore.akamaized.net:443/v1/files/avlov9wesjcs1-PK/image;s=1080x517,"Karachi,Sindh,Pakistan","2006 - 150,000 km","Rs 325,000"
Charade 86 90person  original engine ok tyr ok 4ro farash originally,Charade 86 90person  original engine ok tyr ok 4ro farash originally,12-06-20 1:05,https://apollo-singapore.akamaized.net:443/v1/files/1da8q0qc7gf2-PK/image;s=1080x607,"Karachi,Sindh,Pakistan","1986 - 233,312 km","Rs 140,000"
"Toyota Mira pixis x memorial,",9/10 conditionOnly one pc touchupJust buy and ride,12-06-20 1:05,https://apollo-singapore.akamaized.net:443/v1/files/yqgv5zoa4cck-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2015 - 999,999 km","Rs 1,450,000"
Mehran good condtion no need to and mentanence. Bus karedo or chalo.,New tyre full bidy is good condiotion engine is very good and fuel average is very good cnd and petrol both working. Car me koi kam nhi he le k chalo bus.,12-06-20 1:05,https://apollo-singapore.akamaized.net:443/v1/files/gkgz5fn7ylek3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2003 - 50,000 km","Rs 310,000"
Nissan March,Nissan March Model 1997 import 2007 and registerd in 2007 inner 100% orignal and outer 90% orignalMetalic blue clr power sterring 2 front power windowallowrim installedexcellent condition chilled ACEngine changed newly installed water dropping engine soundless engineManual Gearfinal price 430 is sai neche walai hazrat na call krain or na hi msg krain plzz apna or mera time waste na krain,03-06-20 23:49,https://apollo-singapore.akamaized.net:443/v1/files/xzlgiluawmkq2-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan",1997 - 15 km,"Rs 475,000"
Toyota Vitz F Limited Edition 1.0 Fresh Import 2020,"Showroom Timing 12:00 pm to 6:00 pm.Toyota Vitz F 1.0 Model 2016 Fresh Import 2020 Total Genuine Condition Radar, Lane Assist, Traction Control Genuine MileageRs=2,195,000 Final Price",27-05-20 13:05,https://apollo-singapore.akamaized.net:443/v1/files/txaohhen6cgt3-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2016 - 80,000 km","Rs 2,195,000"
Suzuki Cultus vxr good condition,"Suzuki Cultus vxr good condition Cng and petrol both , Ac not working, sound system, new tyres , new battery,  engine changed on book , all documents cleared cplc cleared tax paid till 2018 , centre locking.",12-06-20 1:51,https://apollo-singapore.akamaized.net:443/v1/files/0l4wvf1xd30l-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2007 - 95,000 km","Rs 530,000"
Ac Chalo ha new tayer koi Kam ni,Total janvan 2011 modol maharan,12-06-20 1:50,https://apollo-singapore.akamaized.net:443/v1/files/9nxvmrc0eohb1-PK/image;s=1080x1440,"Islamabad,Islamabad Capital Territory,Pakistan","2011 - 890,000 km","Rs 450,000"
Toyota corrolla altis 1.8 automatic,Excellent carEngine sesspenssion excellent2005 model 2006 registred2 doors 1 fander spray only remain 100% geniounNo follish offerDealler stay away plz,06-06-20 19:21,https://apollo-singapore.akamaized.net:443/v1/files/a7wrdfihokpu1-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2005 - 126,000 km","Rs 1,250,000"
One of the best and cleanest civic is l,"One of the best and cleanest civic is up for saleIts honda civic vti Manul UG with black lathe-ride interiorFull options carKept with extreme care2002 modelregistered IslamabadTokens cleared upto 2020100% non accidental car.Outer roof and pillars are in genuine paint rest showered for fresh lookNever been into any accident inside totally  genuine and sealed packMechanically. Engine wise, suspension wise perfectalloy wheels and tyresChill ACThrough out driven on petrolHIDS, sports kitno work requiredThe one who knows the worth of this beauty is welcom to chek car physicallyEverything is mentioned in detail",12-06-20 1:44,https://apollo-singapore.akamaized.net:443/v1/files/jg8zkbqmq1ft-PK/image;s=1080x1921,"Islamabad,Islamabad Capital Territory,Pakistan","2002 - 150,000 km","Rs 1,050,000"
